1.690999207506254098e-01 1.484780681340398638e-02
3.970315057963996752e-01 1.449412125803291838e-02
1.757532464630277153e-02 2.002260685102418697e-02
6.352361836633933778e-02 1.326955982409799284e-01
3.564213838095485476e-02 1.490062838358656438e-01
7.547270679685794126e-02 2.376276230059891359e-02
6.270721902045267408e-03 2.584649683314846694e-02
7.541986188701385041e-01 1.533429401102947599e-02
6.025243814881980908e-02 1.189321457277992128e-01
4.919174213065064666e-02 5.243081029467134418e-02
6.795353668057901864e-02 1.747518072491190122e-01
2.194893739132292021e-02 1.333109113705914783e-01
6.082186414972972494e-03 4.767986583641605630e-02
1.846807955795580838e-02 9.379046386523945400e-02
1.107952277060481744e-01 2.844412357731296304e-02
1.098736490939590353e-02 8.055934215521601272e-03
1.388383450547236997e-01 1.589270670755671411e-01
5.726588083472410745e-02 2.572510836474893314e-01
1.510333089432848164e-01 4.957697938748992783e-01
9.515117318447066652e-02 4.781171514438198877e-01
2.961703864104877140e-02 1.234706497503822512e-02
1.738176395211428818e-02 1.343370407347038165e-01
5.209080841755542313e-02 1.215315251461097229e-01
4.825724989479616284e-02 1.633164870163659977e-03
1.719905003282951733e-02 2.804535328813319642e-02
1.518410935496658856e-02 2.673595233554868639e-02
1.505529143929622803e-02 1.102252266196829603e-02
2.229666628252342797e-02 1.802364616248011350e-02
9.648655185187152844e-03 1.443574334936392756e-02
9.975378189097741655e-02 5.087352376923697655e-02
3.471406417827979651e-02 1.564683643246985584e-02
1.788931734600692214e-01 1.559442552120954111e-02
1.237552468827439606e-01 1.078579154995947947e-01
1.485763804365652224e-02 1.012476823147071964e-01
4.881674081205797378e-02 8.990281909009974204e-02
4.450696470402090710e-02 7.881674838049465559e-02
2.001125438219178432e-02 1.609587106510805554e-02
1.163504886414613165e-02 2.149835176084470556e-01
1.407700924419894306e-01 9.726084284256013984e-03
2.995323593912495308e-02 1.269449538613564785e-02
7.793340703347660658e-02 1.189356009753833772e-02
3.825779505402341577e-03 5.362073837577849972e-02
3.206455363257847135e-02 3.888397725197090260e-02
3.836811818697611481e-02 3.496281792898414675e-02
6.311156915314587723e-02 2.608686535511721416e-02
6.838141063693223276e-02 1.970745890176079512e-02
8.108524848732384660e-02 1.231270024252907212e-03
9.646668364033073387e-03 6.880875611463765917e-02
3.697001920093025140e-02 2.445301332632514313e-02
4.872037902550527115e-04 3.818003807253769755e-02
1.482489925130162957e-02 2.380196879424248679e-01
2.571633599349710392e-02 9.898188267745515467e-02
4.115515725822720822e-02 1.672569953189998182e-01
5.309111522710628639e-02 2.647695753217366166e-02
9.237072301074544800e-02 1.761527551015510673e-01
2.202948789521252601e-02 4.534261146863797359e-02
4.795605079917612118e-03 4.767535243536926565e-02
4.964778171642596910e-02 6.063432086773385028e-03
9.963776669826460153e-02 6.276876401555105123e-02
3.126639471748752369e-02 1.412463095992936568e-01
5.339246437077204560e-02 1.108184352501383196e-02
6.075573429943570414e-02 1.418576883833286839e-01
2.815732696579232100e-02 4.267812739005023837e-02
5.447045517984638180e-02 6.094783186557285737e-02
