2.184923411915894696e-03 1.023771983347580156e-01 1.806565235934036451e-02 3.092204653549241941e-03 1.690999207506510560e-01 1.484780681337982862e-02 6.201711026507315816e-03 4.035119680711690346e-03 2.597019381275207928e-01 8.677616094867798271e-04 2.163916143054938224e-03 1.995925403352176788e-02
8.743763790195691749e-03 7.880763750055475025e-02 5.422314577332181668e-02 1.101323538429542677e-02 3.970315057963101357e-01 1.449412125812962575e-02 5.704175242042006794e-02 9.316609661078755975e-03 2.177162681635491925e-01 1.156900411449703070e-02 1.537013243580696679e-02 4.022978214675446834e-02
1.618308337238372197e-02 1.223885526111667676e-01 6.997589758266237192e-02 2.262256985360030712e-02 1.757532464625620808e-02 2.002260685112720873e-02 4.908908816593810648e-02 2.613513548115288174e-02 1.722086267258128023e-01 1.731274694707744810e-02 2.146739374315359897e-02 7.185019028886742432e-02
1.960609511255202719e-02 1.504230121131063247e-01 5.273995587728237677e-02 2.810816576005297635e-02 6.352361836638749371e-02 1.326955982409823986e-01 3.294547259146667767e-02 2.613086006888243329e-02 1.466124305583141885e-01 1.054332444849507937e-02 3.345698858021001199e-02 6.169980852040247293e-02
1.880845339881853651e-02 6.987325114918740976e-02 6.497756304480264977e-02 2.048571490810345563e-02 3.564213838082362640e-02 1.490062838357616992e-01 1.740570462660379417e-02 2.085500380606287660e-02 1.049544355382591443e-01 4.071518637644368221e-02 1.617136730284877630e-02 6.404340942484162968e-02
8.097920225760720653e-03 9.791755582816624726e-02 2.143626752566390667e-02 4.885022147522054617e-03 7.547270679678005911e-02 2.376276230062873002e-02 1.722098947835969118e-02 7.247589989139151256e-03 7.585352524190956680e-02 2.364809298149767036e-02 5.072305458748082099e-03 2.881533738088422683e-02
4.649196793711550015e-03 2.569745096048503541e-01 4.526450050961689300e-03 5.424792352819615866e-03 6.270721902049366560e-03 2.584649683315108984e-02 7.595202356884878103e-03 4.806791526045448015e-03 1.446485544159979431e-01 1.326258209392479695e-02 3.158517114532464250e-03 3.234196496224590878e-03
5.674862119604315303e-03 1.501377707983641424e-02 1.237409361120923390e-03 7.532829751633985521e-03 7.541986188701942373e-01 1.533429401101829050e-02 3.956519537644605233e-02 7.466250670059866763e-03 1.371039991848155282e-01 6.695208516526643524e-04 7.383765809823306103e-03 5.782561594412294857e-03
6.305485554316129018e-03 4.840886364912324463e-02 1.181316483026643993e-02 1.566044542040701329e-02 6.025243814884937571e-02 1.189321457277720262e-01 4.664592467399884812e-03 1.079965147185404060e-02 1.028741849213866411e-01 1.204354050546644142e-02 1.439862903749792450e-02 2.797267601051312003e-02
4.875721256984953678e-03 2.613573287406742787e-02 7.867347293458353333e-03 4.399393880962683412e-02 4.919174213060860390e-02 5.243081029465544024e-02 2.944763100133239789e-02 2.374256106402257427e-02 4.167539574090346755e-02 1.917362463009261069e-03 4.756636180757074783e-02 8.854343889702232656e-03
