1.690999207506252155e-01 1.484780681340397424e-02
3.970315057963992311e-01 1.449412125803293920e-02
1.757532464630279928e-02 2.002260685102413493e-02
6.352361836633940717e-02 1.326955982409801782e-01
3.564213838095486170e-02 1.490062838358653663e-01
7.547270679685792738e-02 2.376276230059888236e-02
6.270721902045259602e-03 2.584649683314844265e-02
7.541986188701387261e-01 1.533429401102947946e-02
6.025243814881971194e-02 1.189321457277991989e-01
4.919174213065068829e-02 5.243081029467147602e-02
6.795353668057917129e-02 1.747518072491193453e-01
2.194893739132287858e-02 1.333109113705912840e-01
6.082186414972969024e-03 4.767986583641608406e-02
1.846807955795576328e-02 9.379046386523964829e-02
1.107952277060479385e-01 2.844412357731303242e-02
1.098736490939589312e-02 8.055934215521611680e-03
1.388383450547240328e-01 1.589270670755668358e-01
5.726588083472415602e-02 2.572510836474891094e-01
1.510333089432850384e-01 4.957697938748992783e-01
9.515117318447073591e-02 4.781171514438190551e-01
2.961703864104872283e-02 1.234706497503820777e-02
1.738176395211431247e-02 1.343370407347035667e-01
5.209080841755545088e-02 1.215315251461094176e-01
4.825724989479604488e-02 1.633164870163658026e-03
1.719905003282955896e-02 2.804535328813318254e-02
1.518410935496656775e-02 2.673595233554863435e-02
1.505529143929624017e-02 1.102252266196830817e-02
2.229666628252342450e-02 1.802364616248009269e-02
9.648655185187177130e-03 1.443574334936396225e-02
9.975378189097727777e-02 5.087352376923702513e-02
3.471406417827974100e-02 1.564683643246983502e-02
1.788931734600692769e-01 1.559442552120950468e-02
1.237552468827440855e-01 1.078579154995948641e-01
1.485763804365649102e-02 1.012476823147069882e-01
4.881674081205801541e-02 8.990281909009979755e-02
4.450696470402085159e-02 7.881674838049448906e-02
2.001125438219177044e-02 1.609587106510803126e-02
1.163504886414612645e-02 2.149835176084474442e-01
1.407700924419895416e-01 9.726084284256024393e-03
2.995323593912499124e-02 1.269449538613564958e-02
7.793340703347674536e-02 1.189356009753834813e-02
3.825779505402346348e-03 5.362073837577850666e-02
3.206455363257851299e-02 3.888397725197101362e-02
3.836811818697605236e-02 3.496281792898423002e-02
6.311156915314601601e-02 2.608686535511718640e-02
6.838141063693209398e-02 1.970745890176078124e-02
8.108524848732384660e-02 1.231270024252909163e-03
9.646668364033057774e-03 6.880875611463754815e-02
3.697001920093032079e-02 2.445301332632517782e-02
4.872037902550538499e-04 3.818003807253767673e-02
1.482489925130160875e-02 2.380196879424252010e-01
2.571633599349710045e-02 9.898188267745502977e-02
4.115515725822719434e-02 1.672569953190002068e-01
5.309111522710629333e-02 2.647695753217370329e-02
9.237072301074535086e-02 1.761527551015511228e-01
2.202948789521252601e-02 4.534261146863807074e-02
4.795605079917609516e-03 4.767535243536934197e-02
4.964778171642601767e-02 6.063432086773392835e-03
9.963776669826465704e-02 6.276876401555117613e-02
3.126639471748757226e-02 1.412463095992939621e-01
5.339246437077197621e-02 1.108184352501382849e-02
6.075573429943580128e-02 1.418576883833288782e-01
2.815732696579239039e-02 4.267812739005014816e-02
5.447045517984631241e-02 6.094783186557277410e-02
