1.295295157987217949e-01 1.036500738901154239e+00 2.225673336068174080e-01 1.080779088207860505e-01 2.437329842176562344e+00 4.834501073995749465e-01 1.499108100697612578e-01 1.102868564213680541e-01 2.009395996117794070e+00 1.306501529244864235e-01 1.307117292113683105e-01 2.562817818908729173e-01
8.635124210229739861e-01 2.114572879611977818e+00 6.706833598339539959e-01 1.833609259124661939e-01 3.099223025167922252e+00 9.833725104498058922e-01 1.341882086209391645e+00 2.281450914563757926e-01 3.465471602585706634e+00 7.419446262336832909e-01 3.066669655512418990e-01 5.360337641491886851e-01
1.134133611124254815e+00 1.175990735869192783e+00 9.475453534402689115e-01 3.570476691987609641e-01 1.524511953073474757e+00 9.815678624317399903e-01 5.666805994407118074e-01 4.389179491462371074e-01 1.677606999531972898e+00 1.008253335858194433e+00 3.488027725369209353e-01 1.068345465142899187e+00
8.639445950552191444e-01 1.251214456260508090e+00 7.759542014846141367e-01 5.252464042406725930e-01 1.865831576544149772e+00 2.374898984647369371e+00 3.735349912489080992e-01 4.927646865408125132e-01 1.032283110760697786e+00 8.131853637290064052e-01 5.605379891921233870e-01 7.746931717347460555e-01
2.054070656655590188e+00 7.320013568736236653e-01 1.000138492169836857e+00 2.478078713103203379e-01 1.620901991713220358e+00 2.122666090038497710e+00 3.840540301969694870e-01 4.608241195590808137e-01 6.908589534338499538e-01 2.219996931712414856e+00 2.223542496542250946e-01 1.045510539339349787e+00
7.775328306514085464e-01 7.080694327229692941e-01 3.322028561954492032e-01 1.408043720918117359e-01 1.129354095179341710e+00 1.842884589266363893e+00 3.393551093593795143e-01 2.277756173129243111e-01 6.913791457753470926e-01 7.044105988745376079e-01 1.355500254918232117e-01 4.374389869585673662e-01
6.269897052518033087e-01 1.956621222583667441e+00 1.183981880350432614e-01 1.511812803880552003e-01 5.043385600377772171e-01 2.822040859179714811e+00 1.337969342235790782e-01 1.663233577953897868e-01 1.000373326137069974e+00 6.349523234985412490e-01 1.377731590507098869e-01 1.616954828889705931e-01
2.911432727515749219e-01 1.399283991979747288e+00 8.562295719469741051e-02 1.575582581062131837e-01 3.690725352440732188e+00 3.480960921538431285e-01 5.533771018046380608e-01 1.686809379467354986e-01 4.479798932360078645e+00 2.463385960086787174e-01 1.682212804670551454e-01 1.085268463185828369e-01
4.589100309428979507e-01 1.421694695665838060e+00 2.464400828435882040e-01 5.044121044796893161e-01 5.895133260729644498e+00 1.481618078843698560e+00 3.406093855377042567e-01 4.648564399707896255e-01 1.788123081182784402e+00 6.177826180590646477e-01 4.666734042143470540e-01 4.168245130786017993e-01
3.911151175383792422e-01 3.886318454049908055e+00 1.029420771088211256e-01 1.001640914714342134e+00 3.016687798450094160e+00 1.348473057712032741e+00 3.805506224371810187e-01 5.937113416156086787e-01 4.405523284117719207e+00 2.829943972996386004e-01 1.003657130261088160e+00 9.441271340567146397e-02
